Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-01-02,908.5493386008523,974.7058438387784,908.5493386008523,970.29541015625,619000,0.0,0.0
2015-01-02,970.29541015625,983.5267112038352,952.6536754261364,970.29541015625,178400,0.0,0.0
2015-01-02,965.8849310473861,970.2953645224883,943.832763671875,943.832763671875,402100,0.0,0.0
2015-01-02,943.832711937314,961.4744448707218,917.3701125372024,926.1909790039062,852800,0.0,0.0
2015-01-02,930.6014453942696,943.8327455657521,912.959711832293,921.7805786132812,1333900,0.0,0.0
2015-01-02,921.7805504432091,921.7805504432091,912.9596839317909,917.3701171875,1372600,0.0,0.0
2015-01-02,917.3701171875,926.1909836989183,917.3701171875,917.3701171875,311300,0.0,0.0
2015-01-02,921.7805504432091,921.7805504432091,917.3701171875,917.3701171875,176600,0.0,0.0
2015-01-02,926.1909790039062,935.0118454706102,921.7805457705543,926.1909790039062,149900,0.0,0.0
2015-01-02,921.7805786132814,930.6014453942696,921.7805786132814,921.7805786132812,103000,0.0,0.0
2015-01-02,921.7805786132814,930.6014453942696,917.3701452227872,921.7805786132812,215800,0.0,0.0
2015-01-02,921.7807550656287,943.8329262394476,921.7807550656287,930.6016235351562,86000,0.0,0.0
2015-01-02,939.4223301967728,952.6536306220794,935.0118967216705,943.832763671875,802100,0.0,0.0
2015-01-02,948.2431971469772,952.6536306220794,939.4223301967728,943.832763671875,428300,0.0,0.0
2015-01-02,948.2431073255942,961.4744064975793,939.4222412109375,939.4222412109375,1202400,0.0,0.0
2015-01-02,948.2432527895327,952.6536865234375,948.2432527895327,952.6536865234375,1429000,0.0,0.0
2015-01-02,948.2431640625,961.4744640261628,939.4222974200582,948.2431640625,489200,0.0,0.0
2015-01-02,948.2431971469772,948.2431971469772,943.832763671875,943.832763671875,287700,0.0,0.0
2015-01-02,939.4222974200582,948.2431640625,939.4222974200582,948.2431640625,327400,0.0,0.0
2015-01-02,939.4223797999391,961.4745483398438,939.4223797999391,961.4745483398438,497400,0.0,0.0
2015-01-02,965.8849820478247,970.2954157558056,961.4745483398438,961.4745483398438,294500,0.0,0.0
2015-01-02,948.2431640625,961.4744640261628,943.8327307412791,948.2431640625,48100,0.0,0.0
2015-01-02,943.8327072431456,948.2431404545622,935.0118408203125,935.0118408203125,306100,0.0,0.0
