Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-01-02,8176.8994846233745,8176.8994846233745,8094.542223627168,8141.603515625,984800,0.0,0.0
2015-01-02,8165.134405381944,8165.134405381944,7929.827938368056,7941.59326171875,2324800,0.0,0.0
2015-01-02,7941.593190421046,8035.715776381591,7929.827867175977,7976.88916015625,3469900,0.0,0.0
2015-01-02,8000.420710581865,8035.71668430502,7941.594087709939,8012.18603515625,1423600,0.0,0.0
2015-01-02,8071.012620192308,8071.012620192308,7953.359375,7953.359375,2006500,0.0,0.0
2015-01-02,7953.360785590277,8129.840684678819,7953.360785590277,8047.4833984375,1940200,0.0,0.0
2015-01-02,8047.480165629575,8071.010809388726,8000.418878111273,8035.71484375,2448000,0.0,0.0
2015-01-02,8106.306742612213,8223.9599609375,8035.714811617042,8223.9599609375,4524500,0.0,0.0
2015-01-02,8212.1953125,8329.84854047278,8200.429989702721,8212.1953125,3945600,0.0,0.0
2015-01-02,8200.431640625,8259.258266454448,8153.370339961442,8200.431640625,3630200,0.0,0.0
2015-01-02,8176.899368064991,8282.787273550724,8118.07275390625,8118.07275390625,2427000,0.0,0.0
2015-01-02,8047.480841046555,8106.3074553816905,8012.184872445473,8023.9501953125,1540100,0.0,0.0
2015-01-02,8023.950611598996,8106.307875940921,7965.123994211906,8059.24658203125,1494400,0.0,0.0
2015-01-02,8141.605135636843,8141.605135636843,8023.951882231687,8071.01318359375,1727900,0.0,0.0
2015-01-02,8071.010646609043,8341.61304438165,8071.010646609043,8294.5517578125,4537100,0.0,0.0
2015-01-02,8376.911057692307,8412.20703125,8353.380408653846,8412.20703125,4896000,0.0,0.0
2015-01-02,8400.44185530644,8600.45237567088,8376.9112058518,8494.564453125,5353600,0.0,0.0
2015-01-02,8565.1552734375,8576.920596615299,8494.563334370709,8565.1552734375,1920900,0.0,0.0
2015-01-02,8541.624627081903,8600.451242970898,8494.563334370709,8565.1552734375,1864600,0.0,0.0
2015-01-02,8565.1552734375,8565.1552734375,8494.563334370709,8565.1552734375,2520900,0.0,0.0
2015-01-02,8565.15556258729,8565.15556258729,8282.78779678771,8423.9716796875,4012700,0.0,0.0
2015-01-02,8282.7880859375,8506.329241665926,8247.49211398038,8282.7880859375,2020100,0.0,0.0
2015-01-02,8329.849091087639,8447.502326837464,8318.083767512657,8423.9716796875,1471500,0.0,0.0
2015-01-02,8506.330456018117,8565.157084344659,8447.503827691573,8482.7998046875,3106000,0.0,0.0
2015-01-02,8329.84931640625,8471.033203125,8318.08399251302,8471.033203125,2848400,0.0,0.0
2015-01-02,8553.389670872044,8706.3388671875,8494.56305690456,8706.3388671875,3426100,0.0,0.0
2015-01-02,8706.340220905173,8741.636194773708,8506.32970231681,8529.8603515625,1978000,0.0,0.0
2015-01-02,8541.624714176829,8706.33924034553,8518.094067581302,8682.80859375,1912100,0.0,0.0
2015-01-02,8694.573474827557,8788.696056422443,8612.216215932032,8741.634765625,2614500,0.0,0.0
2015-01-02,8623.98279858661,8800.462664860552,8623.98279858661,8753.4013671875,2481900,0.0,0.0
2015-01-02,8776.93135203661,8918.115234375,8729.870057923814,8918.115234375,3690200,0.0,0.0
2015-01-02,9082.829291666667,9082.829291666667,8753.40025,8823.9921875,3532400,0.0,0.0
2015-01-02,8706.339997944078,8976.942457339639,8706.339997944078,8941.646484375,1258500,0.0,0.0
2015-01-02,9035.768482490274,9176.952365029183,8965.176541220817,9071.064453125,2609600,0.0,0.0
2015-01-02,8988.708607008812,9071.065884821719,8976.943281606968,9012.2392578125,1977200,0.0,0.0
