Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-01-02,722.287353515625,731.0423517400568,720.8281871448863,722.287353515625,6005500,0.0,0.0
2015-01-02,719.369019666664,722.2873524036485,712.0731878242029,720.8281860351562,4914500,0.0,0.0
2015-01-02,707.6956764363354,717.9098408385094,703.3181774068323,704.77734375,6777500,0.0,0.0
2015-01-02,704.7772839759007,712.0731150729597,701.8589515370771,706.2364501953125,8754500,0.0,0.0
2015-01-02,706.2364972647974,713.5323288481114,685.8081688315182,688.7265014648438,18408500,0.0,0.0
2015-01-02,688.7265014648438,700.3998319981463,685.8081688315182,688.7265014648438,14712500,0.0,0.0
2015-01-02,677.0531580463667,690.1856546464039,671.2164928907945,672.6756591796875,10451000,0.0,0.0
2015-01-02,672.6756432397025,672.6756432397025,650.7881494249616,653.7064819335938,17833000,0.0,0.0
2015-01-02,653.7064819335938,678.5123082569667,653.7064819335938,653.7064819335938,11812500,0.0,0.0
2015-01-02,653.7064819335938,665.3798119681222,650.7881494249616,653.7064819335938,9361000,0.0,0.0
2015-01-02,656.6247259820258,656.6247259820258,625.9822387695312,625.9822387695312,17915500,0.0,0.0
2015-01-02,624.5231164785532,642.0331103985127,604.0947902386006,607.0131225585938,12008000,0.0,0.0
2015-01-02,612.8497442498907,636.1964011736961,589.5030873260854,625.9822387695312,19758000,0.0,0.0
2015-01-02,627.4415458371287,655.1657071648158,624.5232130657932,650.7882080078125,18367500,0.0,0.0
2015-01-02,650.7881750228557,687.2673328156168,642.0331771525931,685.8081665039062,24512500,0.0,0.0
2015-01-02,688.7264312415994,700.3997605846773,674.134769562752,678.5122680664062,12214500,0.0,0.0
2015-01-02,684.3489108011293,684.3489108011293,644.9514255311282,655.1655883789062,8194000,0.0,0.0
2015-01-02,644.9515530770285,665.3798828125,644.9515530770285,665.3798828125,7682500,0.0,0.0
2015-01-02,659.5431625796502,677.0531580463667,658.0839962907572,672.6756591796875,7927500,0.0,0.0
2015-01-02,659.5432139685086,666.8390459814345,656.6248811633382,661.0023803710938,5828000,0.0,0.0
2015-01-02,665.379820570055,665.379820570055,659.5431554773352,663.920654296875,10498500,0.0,0.0
2015-01-02,666.8389868432349,684.3489821213942,662.4614880236951,663.920654296875,10487000,0.0,0.0
