Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-05-17,611.1338269981972,643.9075653545673,599.5666252253606,626.5567626953125,37063500,0.0,0.0
2018-05-17,626.5568161010742,636.1961517333984,613.0617462158203,616.91748046875,16095500,0.0,0.0
2018-05-17,616.917456454918,616.917456454918,587.9994506835938,587.9994506835938,26039500,0.0,0.0
2018-05-17,587.999518609816,605.3503240769909,587.999518609816,597.6388549804688,7144500,0.0,0.0
2018-05-17,587.999518609816,603.4224568028603,587.999518609816,597.6388549804688,6496000,0.0,0.0
2018-05-17,595.7108913010817,641.9796983924278,593.7830243389424,626.5567626953125,12619000,0.0,0.0
2018-05-17,640.0519230540206,640.0519230540206,626.556852387219,632.3404541015625,5231000,0.0,0.0
2018-05-17,636.196044921875,641.9796453302557,624.6288441051137,636.196044921875,7014500,0.0,0.0
2018-05-17,636.196044921875,636.196044921875,636.196044921875,636.196044921875,0,0.0,0.0
2018-05-17,630.412572695604,647.7633774486941,630.412572695604,645.8355102539062,5073000,0.0,0.0
2018-05-17,645.835478291709,655.4748137886002,645.835478291709,651.6190795898438,1580000,0.0,0.0
2018-05-17,651.6190795898438,651.6190795898438,651.6190795898438,651.6190795898438,0,0.0,0.0
2018-05-17,655.4747735886347,655.4747735886347,634.2682367960612,647.7633056640625,7628500,0.0,0.0
2018-05-17,651.6190374720167,670.8977072197094,649.6911704972474,659.3305053710938,2611500,0.0,0.0
2018-05-17,665.1141895967371,690.1764634076286,661.2584551642923,688.2485961914062,2911500,0.0,0.0
2018-05-17,688.2485457859683,713.3108177613676,665.1141408855996,686.3206787109375,5586000,0.0,0.0
2018-05-17,701.7436125528747,703.6714796203275,690.176410148157,697.8878784179688,2107000,0.0,0.0
2018-05-17,697.8878784179688,697.8878784179688,697.8878784179688,697.8878784179688,0,0.0,0.0
2018-05-17,697.8878784179688,697.8878784179688,697.8878784179688,697.8878784179688,0,0.0,0.0
2018-05-17,697.8878784179688,697.8878784179688,697.8878784179688,697.8878784179688,0,0.0,0.0
2018-05-17,697.8878784179688,697.8878784179688,697.8878784179688,697.8878784179688,0,0.0,0.0
2018-05-17,697.8878784179688,697.8878784179688,697.8878784179688,697.8878784179688,0,0.0,0.0
2018-05-17,697.8878784179688,697.8878784179688,697.8878784179688,697.8878784179688,0,0.0,0.0
2018-05-17,697.8878784179688,697.8878784179688,697.8878784179688,697.8878784179688,0,0.0,0.0
2018-05-17,697.8878811611219,713.3108177613676,686.3206787109375,686.3206787109375,5135500,0.0,0.0
2018-05-17,684.3927612304688,707.5271644269917,682.4648942974252,684.3927612304688,6667500,0.0,0.0
2018-05-17,684.392808945798,697.8878784179688,684.392808945798,697.8878784179688,2179500,0.0,0.0
2018-05-17,709.4551025390625,709.4551025390625,684.3928298950195,694.0321655273438,1890000,0.0,0.0
2018-05-17,694.0321686308263,705.59937144134,682.4649658203125,682.4649658203125,935000,0.0,0.0
2018-05-17,694.0321337487087,699.8157348632812,688.248532634136,699.8157348632812,2128500,0.0,0.0
