Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-01-02,485.0804962613689,489.88327345207557,482.6791076660156,482.6791076660156,5734000,0.0,0.0
2015-01-02,485.0805376510852,487.4819264513381,470.67220484956783,474.0341491699219,25885000,0.0,0.0
2015-01-02,472.5932732278868,480.2777166950069,468.27077377763175,478.8368835449219,17344000,0.0,0.0
2015-01-02,478.8368916730183,494.6860565929878,478.8368916730183,492.28466796875,114932000,0.0,0.0
2015-01-02,497.0874268437775,516.298535127595,494.68603830830034,511.4957580566406,82001000,0.0,0.0
2015-01-02,518.6998901367188,523.5026668972439,511.49572499593097,518.6998901367188,18378000,0.0,0.0
2015-01-02,518.6998901367188,523.5026668972439,516.2985017564562,518.6998901367188,12392000,0.0,0.0
2015-01-02,516.2985017564562,521.1012785169813,516.2985017564562,518.6998901367188,9602000,0.0,0.0
2015-01-02,518.6999086152523,528.3054624784977,518.6999086152523,523.502685546875,15507000,0.0,0.0
2015-01-02,523.502685546875,523.502685546875,509.0943547520069,523.502685546875,4714000,0.0,0.0
2015-01-02,523.5027008740891,535.5096435546875,518.6999238018498,535.5096435546875,8266000,0.0,0.0
2015-01-02,535.5096585457785,549.9179901658443,535.5096585457785,547.5166015625,21914000,0.0,0.0
2015-01-02,547.5166266305106,547.5166266305106,518.69996207101,537.9110717773438,9005000,0.0,0.0
2015-01-02,537.91103515625,537.91103515625,523.5027038574219,528.3054809570312,5264000,0.0,0.0
2015-01-02,528.3055101477581,552.3193969726562,525.9041214652683,552.3193969726562,16545000,0.0,0.0
2015-01-02,554.7207896748528,597.9457862728932,554.7207896748528,585.9388427734375,33382000,0.0,0.0
2015-01-02,585.9389170545213,588.3403060588431,557.1222490026596,564.326416015625,17081000,0.0,0.0
2015-01-02,564.3263092041016,581.1360290527343,561.9249206542969,576.333251953125,10467000,0.0,0.0
2015-01-02,571.5305569062173,573.9319458007812,566.7277791170894,573.9319458007812,500000,0.0,0.0
2015-01-02,571.5304810613649,571.5304810613649,561.9249267578125,561.9249267578125,4023000,0.0,0.0
2015-01-02,564.326416015625,578.7347500415559,564.326416015625,564.326416015625,6919000,0.0,0.0
2015-01-02,564.3263185179079,566.7277071073457,552.3193755707183,554.7207641601562,1394000,0.0,0.0
2015-01-02,559.5236380069814,566.7278050199468,552.319470994016,564.326416015625,6091000,0.0,0.0
2015-01-02,569.1291940242686,571.5305830285904,559.5236380069814,564.326416015625,5053000,0.0,0.0
2015-01-02,566.7277039095886,569.1290924854768,557.1221496060364,561.9249267578125,518000,0.0,0.0
2015-01-02,561.9249482379962,566.7277255733637,554.720782234945,559.5235595703125,805000,0.0,0.0
2015-01-02,557.122125705751,571.5304565429688,549.9179602871423,571.5304565429688,4935000,0.0,0.0
2015-01-02,571.5304623307853,571.5304623307853,554.7207428504681,557.1221313476562,2737000,0.0,0.0
2015-01-02,557.1221559758771,559.5235445792215,542.7138243558114,547.5166015625,14700000,0.0,0.0
2015-01-02,547.5166048177083,552.3193820529514,540.3124389648438,540.3124389648438,47202000,0.0,0.0
2015-01-02,540.3124716115552,542.7138603742733,511.49580645893894,516.298583984375,24975000,0.0,0.0
2015-01-02,516.2985443400445,523.5027100750219,509.09437860506716,513.8971557617188,8650000,0.0,0.0
2015-01-02,516.2985192812406,521.101296204787,497.0874115870549,499.4888000488281,11360000,0.0,0.0
2015-01-02,504.2916014484156,518.6999329183703,499.488824291764,513.8971557617188,8908000,0.0,0.0
2015-01-02,516.2985258282356,537.9110222582547,504.2915833671138,509.0943603515625,16655000,0.0,0.0
2015-01-02,513.8971133761936,523.5026668972439,511.49572499593097,518.6998901367188,8070000,0.0,0.0
2015-01-02,518.6998901367188,523.5026668972439,513.8971133761936,518.6998901367188,7241000,0.0,0.0
2015-01-02,518.6999086152523,525.9040740126864,518.6999086152523,523.502685546875,8351000,0.0,0.0
2015-01-02,525.9041748046875,528.3055637307363,521.1013969525899,525.9041748046875,5542000,0.0,0.0
2015-01-02,523.5027858786387,528.3055637307363,518.7000080265411,525.9041748046875,4469000,0.0,0.0
2015-01-02,525.9041570848034,528.3055459299395,516.2986017042591,521.1013793945312,8494000,0.0,0.0
2015-01-02,521.1013969525899,547.5166751391267,513.8972301744435,525.9041748046875,36916000,0.0,0.0
